Time_ms,CarCurPos_1,CarStoppedPos_1,CarVel_1,CarCurPos_2,CarStoppedPos_2,CarVel_2,CoilCurrent01,CoilCurrent02,CoilCurrent03,CoilCurrent04,CoilCurrent05,CoilCurrent06,CoilCurrent07,CoilCurrent08,CoilCurrent09,CoilCurrent10,CoilCurrent11,CoilCurrent12,PosError01,PosError02,PosError03,PosError04,PosError05,PosError06,PosError07,PosError08,PosError09,PosError10,PosError11,PosError12
12950,40.33,3346,-510.03,3730,3730,0.01,-2.1,0,0,0,0,0,-0.01,-0.01,0.02,0,-0.01,0.09,142,0,0,0,0,0,0,0,0,0,0,0
12960,40.33,3346,-510.03,3730,3730,0.01,-2.1,0,0,0,0,0,-0.01,-0.01,0.02,0,-0.01,0.09,142,0,0,0,0,0,0,0,0,0,0,0
12970,40.33,3346,-510.03,3730,3730,0.01,-2.1,0,0,0,0,0,-0.01,-0.01,0.02,0,0,0.08,142,0,0,0,0,0,0,0,0,0,0,0
12980,25.17,3346,-523.1,3730,3730,0,-2.04,0,0,0,0,0,-0.01,-0.01,0.02,0,0,0.08,143,0,0,0,0,0,0,0,0,0,0,0
12990,25.17,3346,-523.1,3730,3730,0,-2.04,0,0,0,0,0,-0.01,-0.01,0.02,0,0,0.08,143,0,0,0,0,0,0,0,0,0,0,0
13000,25.17,3346,-523.1,3730,3730,0,-2.04,0,0,0,-0.01,0,0,0,-0.02,0,0,0.08,143,0,0,0,0,0,0,0,0,0,0,0
13010,25.17,3346,-523.1,3730,3730,0,-2.04,0,0,0,-0.01,0,0,0,-0.02,0,0,0.08,143,0,0,0,0,0,0,0,0,0,0,0
13020,25.17,3346,-523.1,3730,3730,0,-2.04,0,0,0,-0.01,0,0,0,-0.02,0,0,0.08,143,0,0,0,0,0,0,0,0,0,0,0
13030,-1.51,0,-213.87,3730,3730,0.55,-4.52,0,0,0,0,0.01,0,0,-0.02,0,0,0.08,-24.5,0,0,0,0,0,0,0,0,0,0,0
13040,-1.51,0,-213.87,3730,3730,0.55,-4.52,0,0,0,0,0.01,0,0,-0.02,0,0,0.08,-24.5,0,0,0,0,0,0,0,0,0,0,0
13050,-1.51,0,-213.87,3730,3730,0.55,-4.52,0,0,0,0,0.01,-0.01,0,0.01,0,0,0.08,-24.5,0,0,0,0,0,0,0,0,0,0,0
13060,-1.51,0,-213.87,3730,3730,0.55,-4.52,0,0,0,0,0.01,-0.01,0,0.01,0,0,-11.37,-24.5,0,0,0,0,0,0,0,0,0,0,153
13070,-0.37,0,-64.62,3723.97,3730,-464.78,-0.15,0,0,0,0,0.01,-0.01,0,0.01,0,0,-11.37,-11,0,0,0,0,0,0,0,0,0,0,153
13080,-0.37,0,-64.62,3723.97,3730,-464.78,-0.15,0,0,0,0,0.01,-0.01,0,0.01,0,0,-11.37,-11,0,0,0,0,0,0,0,0,0,0,153
13090,-0.37,0,-64.62,3723.97,3730,-464.78,-0.15,0.01,0,-0.01,0,0,-0.01,0,-0.01,-0.01,0,-11.37,-11,0,0,0,0,0,0,0,0,0,0,153
13100,-0.37,0,-64.62,3723.97,3730,-464.78,-0.15,0.01,0,-0.01,0,0,-0.01,0,-0.01,-0.01,0,-11.37,-11,0,0,0,0,0,0,0,0,0,0,153
13110,-0.37,0,-64.62,3723.97,3730,-464.78,-0.15,0.01,0,-0.01,0,0,-0.01,0,-0.01,-0.01,0,-9.76,-11,0,0,0,0,0,0,0,0,0,0,225.5
13120,0.03,0,-5.38,3603.42,3730,-2876.49,-0.04,0,0,-0.01,0,0,-0.01,0,-0.01,-0.01,0,-9.76,-6.5,0,0,0,0,0,0,0,0,0,0,225.5
13130,0.03,0,-5.38,3603.42,3730,-2876.49,-0.04,0,0,-0.01,0,0,-0.01,0,-0.01,-0.01,0,-9.76,-6.5,0,0,0,0,0,0,0,0,0,0,225.5
13140,0.03,0,-5.38,3603.42,3730,-2876.49,-0.04,0,-0.01,0,0,-0.01,0,-0.01,0,-0.01,2.52,-9.76,-6.5,0,0,0,0,0,0,0,0,0,172,225.5
13150,0.03,0,-5.38,3603.42,3730,-2876.49,-0.04,0,-0.01,0,0,-0.01,0,-0.01,0,-0.01,2.52,-9.76,-6.5,0,0,0,0,0,0,0,0,0,172,225.5
13160,0.03,0,-5.38,3603.42,3730,-2876.49,-0.04,0,-0.01,0,0,-0.01,0,-0.01,0,-0.01,2.52,0.03,-6.5,0,0,0,0,0,0,0,0,0,172,0
13170,0.07,0,0.27,3490.27,3730,-4089.2,0.07,0,-0.01,0,0,-0.01,0,-0.01,0,-0.01,2.52,0.03,-3.5,0,0,0,0,0,0,0,0,0,172,0
13180,0.07,0,0.27,3490.27,3730,-4089.2,0.07,0,0,-0.01,-0.01,0.01,0,0.01,-0.01,-0.01,2.52,0.03,-3.5,0,0,0,0,0,0,0,0,0,172,0
13190,0.07,0,0.27,3490.27,3730,-4089.2,0.07,0,0,-0.01,-0.01,0.01,0,0.01,-0.01,-0.01,2.52,0.03,-3.5,0,0,0,0,0,0,0,0,0,172,0
13200,0.07,0,0.27,3490.27,3730,-4089.2,0.07,0,0,-0.01,-0.01,0.01,0,0.01,-0.01,0,-2.03,0,-3.5,0,0,0,0,0,0,0,0,0,91,0
13210,0.07,0,0.27,3490.27,3730,-4089.2,0.07,0,0,-0.01,-0.01,0.01,0,0.01,-0.01,0,-2.03,0,-3.5,0,0,0,0,0,0,0,0,0,91,0
13220,0.07,0,0.27,3490.27,3730,-4089.2,0.07,0,0,-0.01,-0.01,0.01,0,0.01,-0.01,0,-2.03,0,-3.5,0,0,0,0,0,0,0,0,0,91,0
13230,0.05,0,0.63,3241.36,3730,-3979.99,-0.02,-0.01,0,0,0,0,0,0.01,-0.01,0,-2.03,0,-5.5,0,0,0,0,0,0,0,0,0,91,0
13240,0.05,0,0.63,3241.36,3730,-3979.99,-0.02,-0.01,0,0,0,0,0,-0.01,0,-2.76,-0.16,0,-5.5,0,0,0,0,0,0,0,0,55,0,0
13250,0.05,0,0.63,3241.36,3730,-3979.99,-0.02,-0.01,0,0,0,0,0,-0.01,0,-2.76,-0.16,0,-5.5,0,0,0,0,0,0,0,0,55,0,0
13260,0.05,0,0.63,3241.36,3730,-3979.99,-0.02,-0.01,0,0,0,0,0,-0.01,0,-2.76,-0.16,0,-5.5,0,0,0,0,0,0,0,0,55,0,0
13270,0.04,0,-0.49,3117.41,3730,-4003.53,-0.04,-0.01,0,0,0,0,0,-0.01,0,-2.76,-0.16,0,-5,0,0,0,0,0,0,0,0,55,0,0
13280,0.04,0,-0.49,3117.41,3730,-4003.53,-0.04,0,0.01,0.01,0,0.01,0.01,0,0.1,-2.76,-0.16,0,-5,0,0,0,0,0,0,0,0,55,0,0
13290,0.04,0,-0.49,3117.41,3730,-4003.53,-0.04,0,0.01,0.01,0,0.01,0.01,0,0.1,-3.44,-0.01,0,-5,0,0,0,0,0,0,0,77,75,0,0
13300,0.04,0,-0.49,3117.41,3730,-4003.53,-0.04,0,0.01,0.01,0,0.01,0.01,0,0.1,-3.44,-0.01,0,-5,0,0,0,0,0,0,0,77,75,0,0
13310,0.04,0,-0.38,2869.24,3730,-4007.24,-0.04,0,0.01,0.01,0,0.01,0.01,0,0.1,-3.44,-0.01,0,-5,0,0,0,0,0,0,0,77,75,0,0
13320,0.04,0,-0.38,2869.24,3730,-4007.24,-0.06,0.01,0,0,0,0.01,0,0,0.1,-3.44,-0.01,0,-4,0,0,0,0,0,0,0,77,75,0,0
13330,0.04,0,-0.38,2869.24,3730,-4007.24,-0.06,0.01,0,0,0,0.01,0,0,0.1,-3.44,-0.01,0,-4,0,0,0,0,0,0,0,77,75,0,0
13340,0.04,0,-0.38,2869.24,3730,-4007.24,-0.06,0.01,0,0,0,0.01,0,-0.01,-2.37,-0.06,0.01,0,-4,0,0,0,0,0,0,0,81.5,0,0,0
13350,0.04,0,-0.38,2869.24,3730,-4007.24,-0.06,0.01,0,0,0,0.01,0,-0.01,-2.37,-0.06,0.01,0,-4,0,0,0,0,0,0,0,81.5,0,0,0
13360,0.04,0,-0.38,2869.24,3730,-4007.24,-0.06,0.01,0,0,0,0.01,0,-0.01,-2.37,-0.06,0.01,0,-4,0,0,0,0,0,0,0,81.5,0,0,0
13370,0.04,0,-0.46,2627.12,3730,-3978.79,-0.06,0,0,0,0,0.01,0,-0.01,-2.37,-0.06,0.01,0,-4,0,0,0,0,0,0,0,81.5,0,0,0
13380,0.04,0,-0.46,2627.12,3730,-3978.79,-0.06,0,0,0,0,0,0,-2.12,-2.18,0.01,0,0,-4,0,0,0,0,0,0,59,89.5,0,0,0
13390,0.04,0,-0.46,2627.12,3730,-3978.79,-0.06,0,0,0,0,0,0,-2.12,-2.18,0.01,0,0,-4,0,0,0,0,0,0,59,89.5,0,0,0
13400,0.04,0,-0.46,2627.12,3730,-3978.79,-0.06,0,0,0,0,0,0,-2.12,-2.18,0.01,0,0,-4,0,0,0,0,0,0,59,89.5,0,0,0
13410,0.04,0,-0.46,2627.12,3730,-3978.79,-0.06,0,0,0,0,0,0,-2.12,-2.18,0.01,0,0,-4,0,0,0,0,0,0,59,89.5,0,0,0
13420,0.04,0,-0.46,2627.12,3730,-3978.79,-0.06,0,0,0,0,0,0,-2.12,-2.18,0.01,0,0,-4,0,0,0,0,0,0,59,89.5,0,0,0
13430,0.04,0,0,2507.27,3730,-3992.09,-0.08,-0.01,0.01,0.01,0,-0.01,-0.01,-2.12,-2.18,0.01,0,0,-4,0,0,0,0,0,0,59,89.5,0,0,0
13440,0.04,0,0,2507.27,3730,-3992.09,-0.08,-0.01,0.01,0.01,0,-0.01,-0.01,-0.24,-0.02,0,0,0,-4,0,0,0,0,0,0,123,0,0,0,0
13450,0.04,0,0,2507.27,3730,-3992.09,-0.08,-0.01,0.01,0.01,0,-0.01,-0.01,-0.24,-0.02,0,0,0,-4,0,0,0,0,0,0,123,0,0,0,0
13460,0.04,0,0,2507.27,3730,-3992.09,-0.08,-0.01,0.01,0.01,0,-0.01,-0.01,-0.24,-0.02,0,0,0,-4,0,0,0,0,0,0,123,0,0,0,0
13470,0.03,0,-0.49,2261.19,3730,-3969.04,-0.11,0,0,0,0,0,-1.75,-3.19,0,-0.01,0,0,-4,0,0,0,0,0,71.5,64.5,0,0,0,0
13480,0.03,0,-0.49,2261.19,3730,-3969.04,-0.11,0,0,0,0,0,-1.75,-3.19,0,-0.01,0,0,-4,0,0,0,0,0,71.5,64.5,0,0,0,0
13490,0.03,0,-0.49,2261.19,3730,-3969.04,-0.11,0,0,0,0,0,-1.75,-3.19,0,-0.01,0,0,-4,0,0,0,0,0,71.5,64.5,0,0,0,0
13500,0.03,0,-0.49,2261.19,3730,-3969.04,-0.11,0,0,0,0,0,-1.75,-3.19,0,-0.01,-0.01,0,-4,0,0,0,0,0,71.5,64.5,0,0,0,0
13510,0.03,0,-0.49,2261.19,3730,-3969.04,-0.11,0,0,0,0,0,-1.75,-3.19,0,-0.01,-0.01,0,-4,0,0,0,0,0,71.5,64.5,0,0,0,0
13520,0.03,0,0.06,2012.73,3730,-4062.86,-0.1,0,-0.02,0.01,-0.01,0.05,-1.75,-3.19,0,-0.01,-0.01,0,-3.5,0,0,0,0,0,71.5,64.5,0,0,0,0
13530,0.03,0,0.06,2012.73,3730,-4062.86,-0.1,0,-0.02,0.01,-0.01,0.05,-1.75,-3.19,0,-0.01,-0.01,0,-3.5,0,0,0,0,0,71.5,64.5,0,0,0,0
13540,0.03,0,0.06,2012.73,3730,-4062.86,-0.1,0,-0.02,0.01,-0.01,0.05,-2.52,-0.01,0.01,0,0,0,-3.5,0,0,0,0,0,76,0,0,0,0,0
13550,0.03,0,0.06,2012.73,3730,-4062.86,-0.1,0,-0.02,0.01,-0.01,0.05,-2.52,-0.01,0.01,0,0,0,-3.5,0,0,0,0,0,76,0,0,0,0,0
13560,0.03,0,0.06,2012.73,3730,-4062.86,-0.1,0,-0.02,0.01,-0.01,0.05,-2.52,-0.01,0.01,0,0,0,-3.5,0,0,0,0,0,76,0,0,0,0,0
13570,0.03,0,0,1889.33,3730,-3986.52,-0.11,-0.01,0,0,-0.01,-1.85,-2.52,-0.01,0.01,0,0,0,-3.5,0,0,0,0,58,76,0,0,0,0,0
13580,0.03,0,0,1889.33,3730,-3986.52,-0.11,-0.01,0,0,-0.01,-1.85,-0.29,0,-0.01,0,0,0,-3.5,0,0,0,0,58,0,0,0,0,0,0
13590,0.03,0,0,1889.33,3730,-3986.52,-0.11,-0.01,0,0,-0.01,-1.85,-0.29,0,-0.01,0,0,0,-3.5,0,0,0,0,58,0,0,0,0,0,0
13600,0.03,0,0,1889.33,3730,-3986.52,-0.11,-0.01,0,0,-0.01,-1.85,-0.29,0,-0.01,0,0,0,-3.5,0,0,0,0,58,0,0,0,0,0,0
13610,0.03,0,-0.06,1640.78,3730,-3999.64,-0.1,-0.01,0,0,-0.1,-3.47,0,0,-0.01,0,0,0,-3,0,0,0,0,83.5,0,0,0,0,0,0
13620,0.03,0,-0.06,1640.78,3730,-3999.64,-0.1,-0.01,0,0,-0.1,-3.47,0,0,-0.01,0,0,0,-3,0,0,0,0,83.5,0,0,0,0,0,0
13630,0.03,0,-0.06,1640.78,3730,-3999.64,-0.1,-0.01,0,0,-0.1,-3.47,0,0,0,0,-0.01,0,-3,0,0,0,0,83.5,0,0,0,0,0,0
13640,0.03,0,-0.06,1640.78,3730,-3999.64,-0.1,-0.01,0,0,-0.1,-3.47,0,0,0,0,-0.01,0,-3,0,0,0,0,83.5,0,0,0,0,0,0
13650,0.03,0,-0.06,1640.78,3730,-3999.64,-0.1,-0.01,0,0,-0.1,-3.47,0,0,0,0,-0.01,0,-3,0,0,0,0,83.5,0,0,0,0,0,0
13660,0.03,0,0.93,1520.9,3730,-3890.88,-0.11,0,0,0,-0.1,-3.47,0,0,0,0,-0.01,0,-2,0,0,0,0,83.5,0,0,0,0,0,0
13670,0.03,0,0.93,1520.9,3730,-3890.88,-0.11,0,0,0,7.18,-0.14,0,0,0.01,0.02,0,0,-2,0,0,0,0,0,0,0,0,0,0,0
13680,0.03,0,0.93,1520.9,3730,-3890.88,-0.11,0,0,0,7.18,-0.14,0,0,0.01,0.02,0,0,-2,0,0,0,0,0,0,0,0,0,0,0
13690,0.02,0,-0.03,1380.39,3730,-1398.45,-0.11,0,0,0,7.18,-0.14,0,0,0.01,0.02,0,0,-2,0,0,0,0,0,0,0,0,0,0,0
13700,0.02,0,-0.03,1380.39,3730,-1398.45,-0.11,0,0,0,7.18,-0.14,0,0,0.01,0.02,0,0,-2,0,0,0,0,0,0,0,0,0,0,0
13710,0.02,0,-0.03,1380.39,3730,-1398.45,-0.12,-0.01,0,0,7.18,-0.14,0,0,0.01,0.02,0,0,-2,0,0,0,0,0,0,0,0,0,0,0
13720,0.02,0,-0.03,1380.39,3730,-1398.45,-0.12,-0.01,0,0,8.36,0,0,0,-0.01,0,0,-0.01,-2,0,0,0,48,0,0,0,0,0,0,0
13730,0.02,0,-0.03,1380.39,3730,-1398.45,-0.12,-0.01,0,0,8.36,0,0,0,-0.01,0,0,-0.01,-2,0,0,0,48,0,0,0,0,0,0,0
13740,0.02,0,-0.03,1380.39,3730,-1398.45,-0.12,-0.01,0,0,8.36,0,0,0,-0.01,0,0,-0.01,-2,0,0,0,48,0,0,0,0,0,0,0
13750,0.01,0,-0.73,1359.56,3730,-524.34,-0.1,-0.01,0,0,1.81,-0.01,0,0,-0.01,0,0,-0.01,-1,0,0,0,178.5,0,0,0,0,0,0,0
13760,0.01,0,-0.73,1359.56,3730,-524.34,-0.1,-0.01,0,0,1.81,-0.01,0,0,-0.01,0,0,-0.01,-1,0,0,0,178.5,0,0,0,0,0,0,0
13770,0.01,0,-0.73,1359.56,3730,-524.34,-0.1,-0.01,0,0,1.81,-0.01,0,0.01,0,-0.01,0,0,-1,0,0,0,178.5,0,0,0,0,0,0,0
13780,0.01,0,-0.73,1359.56,3730,-524.34,-0.1,-0.01,0,0,1.81,-0.01,0,0.01,0,-0.01,0,0,-1,0,0,0,178.5,0,0,0,0,0,0,0
13790,0.01,0,-0.73,1359.56,3730,-524.34,-0.1,-0.01,0,0,1.81,-0.01,0,0.01,0,-0.01,0,0,-1,0,0,0,178.5,0,0,0,0,0,0,0
13800,0.01,0,-0.05,1327.6,3730,-527.91,-0.12,0.01,0,0,-1.66,0,0.01,0.01,0,-0.01,0,0,-1,0,0,0,148,0,0,0,0,0,0,0
13810,0.01,0,-0.05,1327.6,3730,-527.91,-0.12,0.01,0,0,-1.66,0,0.01,0.01,0,-0.01,0,0,-1,0,0,0,148,0,0,0,0,0,0,0
13820,0.01,0,-0.05,1327.6,3730,-527.91,-0.12,0.01,0,0,-1.66,0,0.01,0.01,0,0,0,0,-1,0,0,0,148,0,0,0,0,0,0,0
13830,0.01,0,-0.05,1327.6,3730,-527.91,-0.12,0.01,0,0,-1.66,0,0.01,0.01,0,0,0,0,-1,0,0,0,148,0,0,0,0,0,0,0
13840,0.01,0,0.31,1312.48,3730,-515.98,-0.11,-0.01,0,0,-1.66,0,0.01,0.01,0,0,0,0,-1,0,0,0,148,0,0,0,0,0,0,0
13850,0.01,0,0.31,1312.48,3730,-515.98,-0.11,-0.01,0,0,-1.66,0,0.01,0.01,0,0,0,0,-1,0,0,0,148,0,0,0,0,0,0,0
13860,0.01,0,0.31,1312.48,3730,-515.98,-0.11,-0.01,0,0.01,-0.53,-0.01,0,-0.01,-0.01,0,0,0,-1,0,0,0,165.5,0,0,0,0,0,0,0
13870,0.01,0,0.31,1312.48,3730,-515.98,-0.11,-0.01,0,0.01,-0.53,-0.01,0,-0.01,-0.01,-0.01,0.01,-0.01,-1,0,0,0,165.5,0,0,0,0,0,0,0
13880,0.01,0,0.31,1312.48,3730,-515.98,-0.11,-0.01,0,0.01,-0.53,-0.01,0,-0.01,-0.01,-0.01,0.01,-0.01,-1,0,0,0,165.5,0,0,0,0,0,0,0
13890,0.01,0,0.43,1281.1,3730,-536.95,-0.13,0,0,0.01,-0.53,-0.01,0,-0.01,-0.01,-0.01,0.01,-0.01,-1,0,0,0,165.5,0,0,0,0,0,0,0
13900,0.01,0,0.43,1281.1,3730,-536.95,-0.13,0,0.01,-0.01,-2.82,0,0.01,0,0,0.01,0,-0.01,-1,0,0,0,126,0,0,0,0,0,0,0
13910,0.01,0,0.43,1281.1,3730,-536.95,-0.13,0,0.01,-0.01,-2.82,0,0.01,0,0,0.01,0,-0.01,-1,0,0,0,126,0,0,0,0,0,0,0
13920,0.01,0,0.43,1281.1,3730,-536.95,-0.13,0,0.01,-0.01,-2.82,0,0.01,0,0,0.01,0,-0.01,-1,0,0,0,126,0,0,0,0,0,0,0
13930,0.01,0,0.43,1281.1,3730,-536.95,-0.13,0,0.01,-0.01,-2.82,0,0.01,0,0,0.01,0,-0.01,-1,0,0,0,126,0,0,0,0,0,0,0
13940,0.01,0,0.25,1265.85,3730,-511.12,-0.13,0,0.01,-0.01,-2.82,0,0.01,0,0,0.01,0,-0.01,-1,0,0,0,126,0,0,0,0,0,0,0
13950,0.01,0,0.25,1265.85,3730,-511.12,-0.13,0,0.01,-0.72,-1.69,0,0,0.01,0,0,0,-0.01,-1,0,0,96.5,70,0,0,0,0,0,0,0
13960,0.01,0,0.25,1265.85,3730,-511.12,-0.13,0,0.01,-0.72,-1.69,0,0,0.01,0,0,0,-0.01,-1,0,0,96.5,70,0,0,0,0,0,0,0
13970,0.01,0,0.25,1265.85,3730,-511.12,-0.13,0,0.01,-0.72,-1.69,0,0,0.01,0,0,0,0,-1,0,0,96.5,70,0,0,0,0,0,0,0
13980,0,0,-0.21,1235.83,3730,-537.95,-0.13,0,0.01,-0.72,-1.69,0,0,0.01,0,0,0,0,-0.5,0,0,96.5,70,0,0,0,0,0,0,0
13990,0,0,-0.21,1235.83,3730,-537.95,-0.13,0,0.01,-0.72,-1.69,0,0,0.01,0,0,0,0,-0.5,0,0,96.5,70,0,0,0,0,0,0,0
14000,0,0,-0.21,1235.83,3730,-537.95,-0.13,0,0.01,-4.64,-4.66,0,0,0,0,0,0,0,-0.5,0,0,16,11.5,0,0,0,0,0,0,0
14010,0,0,-0.21,1235.83,3730,-537.95,-0.13,0,0.01,-4.64,-4.66,0,0,0,0,0.01,0,-0.01,-0.5,0,0,16,11.5,0,0,0,0,0,0,0
14020,0,0,-0.21,1235.83,3730,-537.95,-0.13,0,0.01,-4.64,-4.66,0,0,0,0,0.01,0,-0.01,-0.5,0,0,16,11.5,0,0,0,0,0,0,0
14030,0.01,0,0.35,1221.38,3730,-537.52,-0.13,0,0.01,-4.64,-4.66,0,0,0,0,0.01,0,-0.01,-0.5,0,0,16,11.5,0,0,0,0,0,0,0
14040,0.01,0,0.35,1221.38,3730,-537.52,-0.13,0,0,-1.78,-1.85,-0.01,-0.01,0,0,0.01,0,-0.01,-0.5,0,0,44.5,35,0,0,0,0,0,0,0
14050,0.01,0,0.35,1221.38,3730,-537.52,-0.13,0,0,-1.78,-1.85,-0.01,-0.01,0,0,0.01,0,-0.01,-0.5,0,0,44.5,35,0,0,0,0,0,0,0
14060,0.01,0,0.35,1221.38,3730,-537.52,-0.13,0,0,-1.78,-1.85,-0.01,-0.01,0,0,0.01,0,0,-0.5,0,0,44.5,35,0,0,0,0,0,0,0
14070,0,0,0,1191.11,3730,-532.07,-0.13,0.01,0,-3.52,-1.85,-0.01,-0.01,0,0,0.01,0,0,-0.5,0,0,2.5,35,0,0,0,0,0,0,0
14080,0,0,0,1191.11,3730,-532.07,-0.13,0.01,0,-3.52,-1.85,-0.01,-0.01,0,0,0.01,0,0,-0.5,0,0,2.5,35,0,0,0,0,0,0,0
14090,0,0,0,1191.11,3730,-532.07,-0.13,0.01,0,-3.52,-3.89,-0.01,-0.01,0.01,0,-0.01,0,-0.01,-0.5,0,0,2.5,0.5,0,0,0,0,0,0,0
14100,0,0,0,1191.11,3730,-532.07,-0.13,0.01,0,-3.52,-3.89,-0.01,-0.01,0.01,0,-0.01,0,-0.01,-0.5,0,0,2.5,0.5,0,0,0,0,0,0,0
14110,0,0,0,1191.11,3730,-532.07,-0.13,0.01,0,-3.52,-3.89,-0.01,-0.01,0.01,0,-0.01,0,-0.01,-0.5,0,0,2.5,0.5,0,0,0,0,0,0,0
14120,0,0,-0.02,1175.37,3730,-534.89,-0.12,0,0,-3.52,-3.89,-0.01,-0.01,0.01,0,-0.01,0,-0.01,-0.5,0,0,2.5,0.5,0,0,0,0,0,0,0
14130,0,0,-0.02,1175.37,3730,-534.89,-0.12,0,0,-3.52,-3.89,-0.01,-0.01,0.01,0,-0.01,0,-0.01,-0.5,0,0,2.5,0.5,0,0,0,0,0,0,0
14140,0,0,-0.02,1175.37,3730,-534.89,-0.12,0,0,-2.67,-3.05,-0.01,-0.01,0,0,-0.01,0,-0.01,-0.5,0,0,23,28,0,0,0,0,0,0,0
14150,0,0,-0.02,1175.37,3730,-534.89,-0.12,0,0,-2.67,-3.05,-0.01,-0.01,0,0,0,0,0,-0.5,0,0,23,28,0,0,0,0,0,0,0
14160,0,0,-0.53,1144.61,3730,-524.8,-0.12,0,0,-2.67,-3.05,-0.01,-0.01,0,0,0,0,0,-0.5,0,0,23,28,0,0,0,0,0,0,0
14170,0,0,-0.53,1144.61,3730,-524.8,-0.12,0,0,-2.67,-3.05,-0.01,-0.01,0,0,0,0,0,-0.5,0,0,23,28,0,0,0,0,0,0,0
14180,0,0,-0.53,1144.61,3730,-524.8,-0.11,0,0,-3.04,-2.7,-0.01,0,0,0,0,0,0,-0.5,0,0,45.5,49.5,0,0,0,0,0,0,0
14190,0,0,-0.53,1144.61,3730,-524.8,-0.11,0,0,-3.04,-2.7,-0.01,0,0,0,0,0,0,-0.5,0,0,45.5,49.5,0,0,0,0,0,0,0
14200,0,0,-0.53,1144.61,3730,-524.8,-0.11,0,0,-3.04,-2.7,-0.01,0,0,0,0,0,0,-0.5,0,0,45.5,49.5,0,0,0,0,0,0,0
14210,0,0,-0.09,1128.54,3730,-546.71,-0.12,0.01,0.01,-3.04,-2.7,-0.01,0,0,0,0,0,0,-0.5,0,0,45.5,49.5,0,0,0,0,0,0,0
14220,0,0,-0.09,1128.54,3730,-546.71,-0.12,0.01,0.01,-3.04,-2.7,-0.01,0,0,0,0,0,0,-0.5,0,0,45.5,49.5,0,0,0,0,0,0,0
14230,0,0,-0.09,1128.54,3730,-546.71,-0.12,0.01,0.01,-0.22,0,0,0,0,0,-0.01,0,0,-0.5,0,0,109,0,0,0,0,0,0,0,0
14240,0,0,-0.09,1128.54,3730,-546.71,-0.12,0.01,0.01,-0.22,0,0,0,0,0,-0.01,0,0,-0.5,0,0,109,0,0,0,0,0,0,0,0
14250,0,0,-0.09,1128.54,3730,-546.71,-0.12,0.01,0.01,-0.22,0,0,0,0,0,-0.01,0,0,-0.5,0,0,109,0,0,0,0,0,0,0,0
14260,0,0,0.28,1096.73,3730,-541.28,-0.12,0.01,0.01,-0.22,0,0,0,0,0,-0.01,0,0,-0.5,0,0,109,0,0,0,0,0,0,0,0
14270,0,0,0.28,1096.73,3730,-541.28,-0.13,0,0,-0.69,0.01,0,-0.01,0,0,-0.01,0,0,-0.5,0,0,152,0,0,0,0,0,0,0,0
14280,0,0,0.28,1096.73,3730,-541.28,-0.13,0,0,-0.69,0.01,0,-0.01,0,0,-0.01,0,0,-0.5,0,0,152,0,0,0,0,0,0,0,0
14290,0,0,0.28,1096.73,3730,-541.28,-0.13,0,0,-0.69,0.01,0,-0.01,0.01,0,0,0.01,0.01,-0.5,0,0,152,0,0,0,0,0,0,0,0
14300,0,0,0.14,1080.87,3730,-538.06,-0.13,0,0,-0.69,0.01,0,-0.01,0.01,0,0,0.01,0.01,-0.5,0,0,152,0,0,0,0,0,0,0,0
14310,0,0,0.14,1080.87,3730,-538.06,-0.13,0,0,-0.69,0.01,0,-0.01,0.01,0,0,0.01,0.01,-0.5,0,0,152,0,0,0,0,0,0,0,0
14320,0,0,0.14,1080.87,3730,-538.06,-0.13,0,-0.01,0.07,0,0,-0.01,0,-0.01,0,0.01,0.01,-0.5,0,0,163.5,0,0,0,0,0,0,0,0
14330,0,0,0.14,1080.87,3730,-538.06,-0.13,0,-0.01,0.07,0,0,-0.01,0,-0.01,0,0.01,0.01,-0.5,0,0,163.5,0,0,0,0,0,0,0,0
14340,0,0,0,1050.44,3730,-508.68,-0.13,0,0,0.07,0,0,-0.01,0,-0.01,0.01,0,0,-0.5,0,0,163.5,0,0,0,0,0,0,0,0
14350,0,0,0,1050.44,3730,-508.68,-0.13,0,0,0.07,0,0,-0.01,0,-0.01,0.01,0,0,-0.5,0,0,163.5,0,0,0,0,0,0,0,0
14360,0,0,0,1050.44,3730,-508.68,-0.13,0,0,0.07,0,0,-0.01,0,-0.01,0.01,0,0,-0.5,0,0,163.5,0,0,0,0,0,0,0,0
14370,0,0,0,1050.44,3730,-508.68,-0.13,0,0,-1.66,0,0,0,0,-0.01,0.01,0,0,-0.5,0,0,140,0,0,0,0,0,0,0,0
14380,0,0,0,1050.44,3730,-508.68,-0.13,0,0,-1.66,0,0,0,-0.01,0,0,0,-0.01,-0.5,0,0,140,0,0,0,0,0,0,0,0
14390,0,0,0,1050.44,3730,-508.68,-0.13,0,0,-1.66,0,0,0,-0.01,0,0,0,-0.01,-0.5,0,0,140,0,0,0,0,0,0,0,0
14400,0,0,0,1050.44,3730,-508.68,-0.13,0,0,-1.66,0,0,0,-0.01,0,0,0,-0.01,-0.5,0,0,140,0,0,0,0,0,0,0,0
14410,0,0,-0.38,1020.41,3730,-424.36,-0.13,0,0,-0.5,0.01,0,0,-0.01,0,0,0,-0.01,0,0,0,174.5,0,0,0,0,0,0,0,0
