Time_ms,CarCurPos_1,CarStoppedPos_1,CarVel_1,CarCurPos_2,CarStoppedPos_2,CarVel_2,CoilCurrent01,CoilCurrent02,CoilCurrent03,CoilCurrent04,CoilCurrent05,CoilCurrent06,CoilCurrent07,CoilCurrent08,CoilCurrent09,CoilCurrent10,CoilCurrent11,CoilCurrent12,PosError01,PosError02,PosError03,PosError04,PosError05,PosError06,PosError07,PosError08,PosError09,PosError10,PosError11,PosError12
0,3346,3346,0.03,3730,3730,0,-0.01,0,0.01,0,0,0.01,-0.01,0,-0.01,-0.01,0.26,0.18,0,0,0,0,0,0,0,0,0,0,0,0
10,3346,3346,0.08,3730,3730,0.08,0,0,0,0,0.01,0.01,-0.01,0,-0.01,-0.01,0.26,0.18,0,0,0,0,0,0,0,0,0,0,0,0
20,3346,3346,0,3730,3730,-0.06,-0.01,0,-0.01,0.01,0.01,0.01,0,0,0,0.01,0.26,0.17,0,0,0,0,0,0,0,0,0,0,0,0
30,3346,3346,0,3730,3730,-0.06,-0.01,0,-0.01,0.01,0.01,0.01,0,0,0,0.01,0.26,0.17,0,0,0,0,0,0,0,0,0,0,0,0
40,3346,3346,0,3730,3730,-0.06,-0.01,0,-0.01,0.01,0.01,0.01,0,0,0,0.01,0.26,0.17,0,0,0,0,0,0,0,0,0,0,0,0
50,3346,3346,0,3730,3730,-0.06,-0.01,0,-0.01,0.01,0.01,0.01,0,0,0,0.01,0.26,0.17,0,0,0,0,0,0,0,0,0,0,0,0
60,3346,3346,0,3730,3730,-0.06,-0.01,0,-0.01,0.01,0.01,0.01,0,0,0,0.01,0.26,0.17,0,0,0,0,0,0,0,0,0,0,0,0
70,3346,3346,0,3730,3730,-0.06,-0.01,0,-0.01,0.01,0.01,0.01,0,0,0,0.01,0.26,0.17,0,0,0,0,0,0,0,0,0,0,0,0
80,3346,3346,0,3730,3730,-0.06,-0.01,0,-0.01,0.01,0.01,0.01,0,0,0,0.01,0.26,0.17,0,0,0,0,0,0,0,0,0,0,0,0
90,3346,3346,0,3730,3730,-0.06,-0.01,0,-0.01,0.01,0.01,0.01,0,0,0,0.01,0.26,0.17,0,0,0,0,0,0,0,0,0,0,0,0
100,3346,3346,0,3730,3730,-0.06,-0.01,0,-0.01,0.01,0.01,0.01,0,0,0,0.01,0.26,0.17,0,0,0,0,0,0,0,0,0,0,0,0
110,3346,3346,0,3730,3730,-0.06,-0.01,0,-0.01,0.01,0.01,0.01,0,0,0,0.01,0.26,0.17,0,0,0,0,0,0,0,0,0,0,0,0
120,3346,3346,0,3730,3730,-0.06,-0.01,0,-0.01,0.01,0.01,0.01,0,0,0,0.01,0.26,0.17,0,0,0,0,0,0,0,0,0,0,0,0
130,3346,3346,0,3730,3730,-0.06,-0.01,0,-0.01,0.01,0.01,0.01,0,0,0,0.01,0.26,0.17,0,0,0,0,0,0,0,0,0,0,0,0
140,3346,3346,-0.01,3730,3730,0.07,-0.01,0,0,0.01,0.01,0.01,0,0,0,0.01,0.26,0.17,0,0,0,0,0,0,0,0,0,0,0,0
150,3346,3346,-0.01,3730,3730,0.07,-0.01,0,0,0.01,0.01,0.01,0,0,0,0.01,0.26,0.17,0,0,0,0,0,0,0,0,0,0,0,0
160,3346,3346,-0.01,3730,3730,0.07,-0.01,0,0,0.01,0.01,0,0,0,0,0,0.26,0.19,0,0,0,0,0,0,0,0,0,0,0,0
170,3346,3346,-0.01,3730,3730,0.07,-0.01,0,0,0.01,0.01,0,0,0,0,0,0.26,0.19,0,0,0,0,0,0,0,0,0,0,0,0
180,3346,3346,-0.01,3730,3730,0.07,-0.01,0,0,0.01,0.01,0,0,0,0,0,0.26,0.19,0,0,0,0,0,0,0,0,0,0,0,0
190,3346,3346,-0.02,3730,3730,0.17,-0.01,0,0,0,0.01,0,0,0,0,0,0.26,0.19,0,0,0,0,0,0,0,0,0,0,0,0
200,3346,3346,-0.02,3730,3730,0.17,-0.01,0,0,0,-0.01,0.01,0,-0.01,0,0,0.27,0.19,0,0,0,0,0,0,0,0,0,0,0,0
210,3346,3346,-0.02,3730,3730,0.17,-0.01,0,0,0,-0.01,0.01,0,-0.01,0,0,0.27,0.19,0,0,0,0,0,0,0,0,0,0,0,0
220,3346,3346,-0.02,3730,3730,0.17,-0.01,0,0,0,-0.01,0.01,0,-0.01,0,0,0.27,0.19,0,0,0,0,0,0,0,0,0,0,0,0
230,3346,3346,-0.02,3730,3730,0.17,-0.01,0,0,0,-0.01,0.01,0,-0.01,0,0,0.27,0.19,0,0,0,0,0,0,0,0,0,0,0,0
240,3346,3346,0,3730,3730,0,0,0,-0.01,0,0,0.01,0,0,0,0,0.27,0.19,0,0,0,0,0,0,0,0,0,0,0,0
250,3346,3346,0,3730,3730,0,0,0,-0.01,0,0,0.01,0,0,0,0,0.27,0.19,0,0,0,0,0,0,0,0,0,0,0,0
260,3346,3346,0,3730,3730,0,0,0,-0.01,0,0,0.01,0,0,0,0,0.27,0.19,0,0,0,0,0,0,0,0,0,0,0,0
270,3346,3346,0,3730,3730,0,0,0,-0.01,0,0,0.01,0,0,0,0,0.25,0.18,0,0,0,0,0,0,0,0,0,0,0,0
280,3346,3346,0.12,3730,3730,0,0,-0.01,0,0,0,0.01,0,0,0,0,0.25,0.18,0,0,0,0,0,0,0,0,0,0,0,0
290,3346,3346,0.12,3730,3730,0,0,-0.01,0,0,0,0.01,0,0,0,0,0.25,0.18,0,0,0,0,0,0,0,0,0,0,0,0
300,3346,3346,0.12,3730,3730,0,0,-0.01,0,0,0,0,0.01,0,0.01,0,0.25,0.18,0,0,0,0,0,0,0,0,0,0,0,0
310,3346,3346,0.12,3730,3730,0,0,-0.01,0,0,0,0,0.01,0,0.01,0,0.26,0.18,0,0,0,0,0,0,0,0,0,0,0,0
320,3346,3346,0.12,3730,3730,0,0,-0.01,0,0,0,0,0.01,0,0.01,0,0.26,0.18,0,0,0,0,0,0,0,0,0,0,0,0
330,3346,3346,0,3730,3730,0,0.02,-0.01,0,0,0,0,0.01,0,0.01,0,0.26,0.18,0,0,0,0,0,0,0,0,0,0,0,0
340,3346,3346,0,3730,3730,0,0.02,-0.01,0,0.01,0.01,0,0,0,-0.01,0,0.28,0.18,0,0,0,0,0,0,0,0,0,0,0,0
350,3346,3346,0,3730,3730,0,0.02,-0.01,0,0.01,0.01,0,0,0,-0.01,0,0.28,0.18,0,0,0,0,0,0,0,0,0,0,0,0
360,3346,3346,0,3730,3730,0,0.02,-0.01,0,0.01,0.01,0,0,0,-0.01,0,0.28,0.18,0,0,0,0,0,0,0,0,0,0,0,0
370,3346,3346,-0.01,3730,3730,-0.16,0,0.01,0,0,0,-0.01,0,0,0,0,0.28,0.18,0,0,0,0,0,0,0,0,0,0,0,0
380,3346,3346,-0.01,3730,3730,-0.16,0,0.01,0,0,0,-0.01,0,0,0,0,0.28,0.18,0,0,0,0,0,0,0,0,0,0,0,0
390,3346,3346,-0.01,3730,3730,-0.16,0,0.01,0,0,0,-0.01,0,0,0,0,0.28,0.18,0,0,0,0,0,0,0,0,0,0,0,0
400,3346,3346,-0.01,3730,3730,-0.16,0,0.01,0,0,0,-0.01,0,0,0,-0.01,0.26,0.16,0,0,0,0,0,0,0,0,0,0,0,0
410,3346,3346,0,3730,3730,0.22,0.01,0.01,0,-0.01,0.01,0,0,0,0,-0.01,0.26,0.16,0,0,0,0,0,0,0,0,0,0,0,0
420,3346,3346,0,3730,3730,0.22,0.01,0.01,0,-0.01,0.01,0,0,0,0,-0.01,0.26,0.16,0,0,0,0,0,0,0,0,0,0,0,0
430,3346,3346,0,3730,3730,0.22,0.01,0.01,0,-0.01,0.01,0,0,0,0,-0.01,0.26,0.16,0,0,0,0,0,0,0,0,0,0,0,0
440,3346,3346,0,3730,3730,0.22,0.01,0.01,0,-0.01,0.01,0,0,0,0,-0.01,0.26,0.16,0,0,0,0,0,0,0,0,0,0,0,0
450,3346,3346,0,3730,3730,0,-0.01,0,0.01,0,0.01,0,0,0,0.01,0,0.27,0.18,0,0,0,0,0,0,0,0,0,0,0,0
460,3346,3346,0,3730,3730,0,-0.01,0,0.01,0,0.01,0,0,0,0.01,0,0.27,0.18,0,0,0,0,0,0,0,0,0,0,0,0
470,3346,3346,0,3730,3730,0,-0.01,0,0.01,0,0.01,0,0,0,0.01,0,0.27,0.18,0,0,0,0,0,0,0,0,0,0,0,0
480,3346,3346,0,3730,3730,0,-0.01,0,0.01,0,0.01,0,0,0,0.01,0,0.27,0.18,0,0,0,0,0,0,0,0,0,0,0,0
490,3346,3346,0,3730,3730,0,-0.01,0,0.01,0,0,0,0,0,0.01,0,0.27,0.18,0,0,0,0,0,0,0,0,0,0,0,0
500,3346,3346,0,3730,3730,0,-0.01,0,0.01,0,0,0,0,0,0.01,0,0.27,0.18,0,0,0,0,0,0,0,0,0,0,0,0
510,3346,3346,0,3730,3730,0,-0.01,0,0.01,0,0,0,0,0,0.01,0,0.27,0.18,0,0,0,0,0,0,0,0,0,0,0,0
520,3346,3346,0,3730,3730,0.04,0,0.01,0,0,0,0,-0.01,0,0.01,0,0.27,0.18,0,0,0,0,0,0,0,0,0,0,0,0
530,3346,3346,0,3730,3730,0.04,0,0.01,0,0,0,0,-0.01,0,0.01,0,0.27,0.18,0,0,0,0,0,0,0,0,0,0,0,0
540,3346,3346,0,3730,3730,0.04,0,0.01,0,0,0,0,-0.01,0,0.01,0,0.25,0.2,0,0,0,0,0,0,0,0,0,0,0,0
550,3346,3346,0,3730,3730,0.04,0,0.01,0,0,0,0,-0.01,0,0.01,0,0.25,0.2,0,0,0,0,0,0,0,0,0,0,0,0
560,3346,3346,0,3730,3730,0.04,0,0.01,0,0,0,0,-0.01,0,0.01,0,0.25,0.2,0,0,0,0,0,0,0,0,0,0,0,0
570,3346,3346,0,3729.99,3730,0.07,0,0.01,0,0,-0.01,0,0,0,0.01,0,0.25,0.2,0,0,0,0,0,0,0,0,0,0,0,0
580,3346,3346,0,3729.99,3730,0.07,0,0.01,0,0,-0.01,0,0,0,0.01,0,0.25,0.2,0,0,0,0,0,0,0,0,0,0,0,0
590,3346,3346,0,3729.99,3730,0.07,0,0.01,0,0,-0.01,0,0,0,0,0,-8.41,0.2,0,0,0,0,0,0,0,0,0,0,0,0
600,3346,3346,0,3729.99,3730,0.07,0,0.01,0,0,-0.01,0,0,0,0,0,-8.41,0.15,0,0,0,0,0,0,0,0,0,0,237,-1.5
610,3346,3346,0,3729.99,3730,0.07,0,0.01,0,0,-0.01,0,0,0,0,0,-8.41,0.15,0,0,0,0,0,0,0,0,0,0,237,-1.5
620,3346,3346,0,3729.99,3730,0.07,0,0.01,0,0,-0.01,0,0,0,0,0,-8.41,0.15,0,0,0,0,0,0,0,0,0,0,237,-1.5
630,3296.21,3346,-1653.81,3730,3730,-1.95,0,0,0,0.01,-0.01,-0.01,0,0,0,0,-8.41,0.15,0,0,0,0,0,0,0,0,0,0,237,-1.5
640,3296.21,3346,-1653.81,3730,3730,-1.95,0,0,0,0.01,-0.01,-0.01,0,0,0,0,-8.41,0.15,0,0,0,0,0,0,0,0,0,0,237,-1.5
650,3296.21,3346,-1653.81,3730,3730,-1.95,0,0,0,0.01,-0.01,-0.01,0,0,0,-12.99,-13.27,0.16,0,0,0,0,0,0,0,0,0,122.5,127,0
660,3296.21,3346,-1653.81,3730,3730,-1.95,0,0,0,0.01,-0.01,-0.01,0,0,0,-12.99,-13.27,0.16,0,0,0,0,0,0,0,0,0,122.5,127,0
670,3296.21,3346,-1653.81,3730,3730,-1.95,0,0,0,0.01,-0.01,-0.01,0,0,0,-12.99,-13.27,0.16,0,0,0,0,0,0,0,0,0,122.5,127,0
680,3104.27,3346,-4066.53,3730.01,3730,0.42,0,0,0,0,0,0,0.01,0.01,0,-12.99,-13.27,0.16,0,0,0,0,0,0,0,0,0,122.5,127,0
690,3104.27,3346,-4066.53,3730.01,3730,0.42,0,0,0,0,0,0,0.01,0.01,0,-12.99,-13.27,0.16,0,0,0,0,0,0,0,0,0,122.5,127,0
700,3104.27,3346,-4066.53,3730.01,3730,0.42,0,0,0,0,0,0,0.01,0.01,0,-1.35,-0.01,0.16,0,0,0,0,0,0,0,0,0,119,0,0
710,3104.27,3346,-4066.53,3730.01,3730,0.42,0,0,0,0,0,0,0.01,0.01,0,-1.35,-0.01,0.19,0,0,0,0,0,0,0,0,0,119,0,0
720,2976.87,3346,-4001.36,3730,3730,-0.38,0.01,-0.01,-0.01,0,0,0,0.01,0.01,0,-1.35,-0.01,0.19,0,0,0,0,0,0,0,0,0,119,0,0
730,2976.87,3346,-4001.36,3730,3730,-0.38,0.01,-0.01,-0.01,0,0,0,0.01,0.01,0,-1.35,-0.01,0.19,0,0,0,0,0,0,0,0,0,119,0,0
740,2976.87,3346,-4001.36,3730,3730,-0.38,0.01,-0.01,-0.01,0,0,-0.01,0,0,-1.92,-4.15,0,0.18,0,0,0,0,0,0,0,0,68.5,66.5,0,-0.5
750,2976.87,3346,-4001.36,3730,3730,-0.38,0.01,-0.01,-0.01,0,0,-0.01,0,0,-1.92,-4.15,0,0.18,0,0,0,0,0,0,0,0,68.5,66.5,0,-0.5
760,2976.87,3346,-4001.36,3730,3730,-0.38,0.01,-0.01,-0.01,0,0,-0.01,0,0,-1.92,-4.15,0,0.18,0,0,0,0,0,0,0,0,68.5,66.5,0,-0.5
770,2737.31,3346,-4024.13,3730,3730,-0.46,-0.01,0.02,0.02,0,0,-0.01,0,0,-1.92,-4.15,0,0.18,0,0,0,0,0,0,0,0,68.5,66.5,0,-0.5
780,2737.31,3346,-4024.13,3730,3730,-0.46,-0.01,0.02,0.02,0,0,0,0,-0.01,-0.69,-0.01,-0.01,0.17,0,0,0,0,0,0,0,0,10003.5,0,0,-0.5
790,2737.31,3346,-4024.13,3730,3730,-0.46,-0.01,0.02,0.02,0,0,0,0,-0.01,-0.69,-0.01,-0.01,0.17,0,0,0,0,0,0,0,0,10003.5,0,0,-0.5
800,2737.31,3346,-4024.13,3730,3730,-0.46,-0.01,0.02,0.02,0,0,0,0,-0.01,-0.69,-0.01,-0.01,0.17,0,0,0,0,0,0,0,0,103.5,0,0,-0.5
810,2621.11,3346,-3978.15,3730,3730,-0.31,0,0,0,0.01,0,0,0,-0.01,-0.69,-0.01,-0.01,0.17,0,0,0,0,0,0,0,0,103.5,0,0,-0.5
820,2621.11,3346,-3978.15,3730,3730,-0.31,0,0,0,0.01,0,0,0,-0.01,-0.69,-0.01,-0.01,0.17,0,0,0,0,0,0,0,0,103.5,0,0,-0.5
830,2621.11,3346,-3978.15,3730,3730,-0.31,0,0,0,0.01,0,-0.01,0,-2.96,-2.73,-0.01,-0.01,0.17,0,0,0,0,0,0,0,67,56.5,0,0,-0.5
840,2621.11,3346,-3978.15,3730,3730,-0.31,0,0,0,0.01,0,-0.01,0,-2.96,-2.73,-0.01,-0.01,0.17,0,0,0,0,0,0,0,67,56.5,0,0,0
850,2621.11,3346,-3978.15,3730,3730,-0.31,0,0,0,0.01,0,-0.01,0,-2.96,-2.73,-0.01,-0.01,0.17,0,0,0,0,0,0,0,67,56.5,0,0,0
860,2621.11,3346,-3978.15,3730,3730,-0.31,0,0,0,0.01,0,-0.01,0,-2.96,-2.73,-0.01,-0.01,0.17,0,0,0,0,0,0,0,67,56.5,0,0,0
870,2367.01,3346,-4005.73,3730.01,3730,0.64,0,-0.01,-0.01,0.01,0,0,-0.03,-2.4,0,0,-0.01,0.17,0,0,0,0,0,0,0,77.5,0,0,0,0
880,2367.01,3346,-4005.73,3730.01,3730,0.64,0,-0.01,-0.01,0.01,0,0,-0.03,-2.4,0,0,-0.01,0.17,0,0,0,0,0,0,0,77.5,0,0,0,0
890,2367.01,3346,-4005.73,3730.01,3730,0.64,0,-0.01,-0.01,0.01,0,0,-0.03,-2.4,0,0,0,0.16,0,0,0,0,0,0,0,77.5,0,0,0,-0.5
900,2367.01,3346,-4005.73,3730.01,3730,0.64,0,-0.01,-0.01,0.01,0,0,-0.03,-2.4,0,0,0,0.16,0,0,0,0,0,0,0,77.5,0,0,0,-0.5
910,2249.28,3346,-3978.48,3730,3730,-0.12,0.01,0.01,0,0.01,0,0,-0.03,-2.4,0,0,0,0.16,0,0,0,0,0,0,0,77.5,0,0,0,-0.5
920,2249.28,3346,-3978.48,3730,3730,-0.12,0.01,0.01,0,0,-0.01,0,-3.31,-0.18,0,0,0,0.16,0,0,0,0,0,0,47.5,0,0,0,0,-0.5
930,2249.28,3346,-3978.48,3730,3730,-0.12,0.01,0.01,0,0,-0.01,0,-3.31,-0.18,0.01,0.01,0,0.14,0,0,0,0,0,0,47.5,0,0,0,0,-0.5
940,2249.28,3346,-3978.48,3730,3730,-0.12,0.01,0.01,0,0,-0.01,0,-3.31,-0.18,0.01,0.01,0,0.14,0,0,0,0,0,0,47.5,0,0,0,0,-0.5
950,2006.93,3346,-4057.4,3730,3730,0.12,0.01,0.01,0,0,-0.01,0,-3.31,-0.18,0.01,0.01,0,0.14,0,0,0,0,0,0,47.5,0,0,0,0,-0.5
960,2006.93,3346,-4057.4,3730,3730,0.12,0,0,0,-0.01,-0.01,-1.77,-2.82,0,0,0.01,0,0.14,0,0,0,0,0,92,76.5,0,0,0,0,-0.5
970,2006.93,3346,-4057.4,3730,3730,0.12,0,0,0,-0.01,-0.01,-1.77,-2.82,0,0,0.01,0,0.14,0,0,0,0,0,92,76.5,0,0,0,0,-0.5
980,2006.93,3346,-4057.4,3730,3730,0.12,0,0,0,-0.01,-0.01,-1.77,-2.82,0,0,0.01,0,0.17,0,0,0,0,0,92,76.5,0,0,0,0,-0.5
990,2006.93,3346,-4057.4,3730,3730,0.12,0,0,0,-0.01,-0.01,-1.77,-2.82,0,0,0.01,0,0.17,0,0,0,0,0,92,76.5,0,0,0,0,-0.5
1000,2006.93,3346,-4057.4,3730,3730,0.12,0,0,0,-0.01,-0.01,-1.77,-2.82,0,0,0.01,0,0.17,0,0,0,0,0,92,76.5,0,0,0,0,-0.5
1010,2006.93,3346,-4057.4,3730,3730,0.12,0,0,0,-0.01,-0.01,-1.77,-2.82,0,0,0.01,0,0.17,0,0,0,0,0,92,76.5,0,0,0,0,-0.5
1020,1763.38,3346,-3974.03,3730,3730,0.12,0,0,0,-0.01,-0.01,-1.77,-2.82,0,0,0.01,0,0.17,0,0,0,0,0,92,76.5,0,0,0,0,-0.5
1030,1763.38,3346,-3974.03,3730,3730,0,0,-0.01,0,-0.01,-0.01,-1.77,-2.82,0,0,0.01,0,0.17,0,0,0,0,0,92,76.5,0,0,0,0,-0.5
1040,1763.38,3346,-3974.03,3730,3730,0,0,-0.01,0,-0.01,0.01,-2.05,0,0,0,0,0.01,0.17,0,0,0,0,0,101,0,0,0,0,0,-0.5
1050,1763.38,3346,-3974.03,3730,3730,0,0,-0.01,0,-0.01,0.01,-2.05,0,0,0,0,0.01,0.17,0,0,0,0,0,101,0,0,0,0,0,-0.5
1060,1640.95,3346,-3987.8,3730,3730,0.28,-0.01,0.01,0,0,0.01,-2.05,0,0,0,0,0.01,0.17,0,0,0,0,0,101,0,0,0,0,0,-0.5
1070,1640.95,3346,-3987.8,3730,3730,0.28,-0.01,0.01,0,0,0.01,-2.05,0,0,0,0,0.01,0.17,0,0,0,0,0,101,0,0,0,0,0,-0.5
1080,1640.95,3346,-3987.8,3730,3730,0.28,-0.01,0.01,0,0,-1.38,-2.82,0.01,-0.01,0,0,0.01,0.17,0,0,0,0,69.5,42.5,0,0,0,0,0,-0.5
1090,1640.95,3346,-3987.8,3730,3730,0.28,-0.01,0.01,0,0,-1.38,-2.82,0.01,-0.01,0,0,0.01,0.15,0,0,0,0,69.5,42.5,0,0,0,0,0,-0.5
1100,1640.95,3346,-3987.8,3730,3730,0.28,-0.01,0.01,0,0,-1.38,-2.82,0.01,-0.01,0,0,0.01,0.15,0,0,0,0,69.5,42.5,0,0,0,0,0,-0.5
1110,1513.1,3346,-3988.93,3730,3730,0.15,0,0,0,-0.01,-0.3,-0.01,0,0,0,0,0,0.15,0,0,0,0,126,0,0,0,0,0,0,-0.5
1120,1513.1,3346,-3988.93,3730,3730,0.15,0,0,0,-0.01,-0.3,-0.01,0,0,0,0,0,0.15,0,0,0,0,126,0,0,0,0,0,0,-0.5
1130,1513.1,3346,-3988.93,3730,3730,0.15,0,0,0,-0.01,-0.3,-0.01,0,0,0,0,0,0.17,0,0,0,0,126,0,0,0,0,0,0,0
1140,1267.04,3346,-3984.9,3730,3730,-0.17,0,0,0,-0.01,-0.3,-0.01,0,0,0,0,0,0.17,0,0,0,0,126,0,0,0,0,0,0,0
1150,1267.04,3346,-3984.9,3730,3730,-0.17,0,0.01,0,-2.61,-2.95,0,0,0.01,0,-0.01,0,0.17,0,0,0,71.5,86.5,0,0,0,0,0,0,0
1160,1267.04,3346,-3984.9,3730,3730,-0.17,0,0.01,0,-2.61,-2.95,0,0,0.01,0,-0.01,0,0.17,0,0,0,71.5,86.5,0,0,0,0,0,0,0
1170,1267.04,3346,-3984.9,3730,3730,-0.17,0,0.01,0,-2.61,-2.95,0,0,0.01,0,-0.01,0.01,0.17,0,0,0,71.5,86.5,0,0,0,0,0,0,-0.5
1180,1147.41,3346,-3986.01,3730,3730,0.11,0,0.01,0,-2.61,-2.95,0,0,0.01,0,-0.01,0.01,0.17,0,0,0,71.5,86.5,0,0,0,0,0,0,-0.5
1190,1147.41,3346,-3986.01,3730,3730,0.11,0,0.01,0,-2.61,-2.95,0,0,0.01,0,-0.01,0.01,0.17,0,0,0,71.5,86.5,0,0,0,0,0,0,-0.5
1200,1147.41,3346,-3986.01,3730,3730,0.11,0,0,0,-0.02,-0.02,0,0.01,0.01,0,-0.01,0.01,0.17,0,0,0,115.5,0,0,0,0,0,0,0,-0.5
1210,1147.41,3346,-3986.01,3730,3730,0.11,0,0,0,-0.02,-0.02,0,0.01,0.01,0,0.01,0,0.16,0,0,0,115.5,0,0,0,0,0,0,0,0
1220,1147.41,3346,-3986.01,3730,3730,0.11,0,0,0,-0.02,-0.02,0,0.01,0.01,0,0.01,0,0.16,0,0,0,115.5,0,0,0,0,0,0,0,0
1230,1147.41,3346,-3986.01,3730,3730,0.11,0,0,0,-0.02,-0.02,0,0.01,0.01,0,0.01,0,0.16,0,0,0,115.5,0,0,0,0,0,0,0,0
1240,901.25,3346,-3972.33,3730,3730,0.43,0.01,0,-1.69,-3.7,0,-0.01,-0.01,0,0,0.01,0,0.16,0,0,53,52,0,0,0,0,0,0,0,0
1250,901.25,3346,-3972.33,3730,3730,0.43,0.01,0,-1.69,-3.7,0,-0.01,-0.01,0,0,0.01,0,0.16,0,0,53,52,0,0,0,0,0,0,0,0
1260,901.25,3346,-3972.33,3730,3730,0.43,0.01,0,-1.69,-3.7,0,-0.01,-0.01,0,-0.01,0,-0.01,0.14,0,0,53,52,0,0,0,0,0,0,0,-0.5
1270,777.61,3346,-3986.32,3730,3730,0.24,-0.01,0,-1.49,-0.01,0,-0.01,-0.01,0,-0.01,0,-0.01,0.14,0,0,96,0,0,0,0,0,0,0,0,-0.5
1280,777.61,3346,-3986.32,3730,3730,0.24,-0.01,0,-1.49,-0.01,0,-0.01,-0.01,0,-0.01,0,-0.01,0.14,0,0,96,0,0,0,0,0,0,0,0,-0.5
1290,777.61,3346,-3986.32,3730,3730,0.24,-0.01,0,-1.49,-0.01,0,-0.01,-0.01,0,-0.01,0,-0.01,0.14,0,0,96,0,0,0,0,0,0,0,0,-0.5
1300,777.61,3346,-3986.32,3730,3730,0.24,-0.01,0,-1.49,-0.01,0,0,0.01,0.01,0.01,-0.01,0,0.15,0,0,96,0,0,0,0,0,0,0,0,-0.5
1310,777.61,3346,-3986.32,3730,3730,0.24,-0.01,0,-1.49,-0.01,0,0,0.01,0.01,0.01,-0.01,0,0.15,0,0,96,0,0,0,0,0,0,0,0,-0.5
1320,777.61,3346,-3986.32,3730,3730,0.24,-0.01,0,-1.49,-0.01,0,0,0.01,0.01,0.01,-0.01,0,0.15,0,0,96,0,0,0,0,0,0,0,0,-0.5
1330,533.2,3346,-4016.31,3730,3730,0.09,0,-2.75,-2.58,0.01,0.01,0.01,0,-0.01,-0.01,0,0,0.15,0,71,62,0,0,0,0,0,0,0,0,-0.5
1340,533.2,3346,-4016.31,3730,3730,0.09,0,-2.75,-2.58,0.01,0.01,0.01,0,-0.01,-0.01,0,0,0.15,0,71,62,0,0,0,0,0,0,0,0,-0.5
1350,533.2,3346,-4016.31,3730,3730,0.09,0,-2.75,-2.58,0.01,0.01,0.01,0,-0.01,-0.01,0,0,0.15,0,71,62,0,0,0,0,0,0,0,0,-0.5
1360,533.2,3346,-4016.31,3730,3730,0.09,0,-2.75,-2.58,0.01,0.01,0.01,0,-0.01,-0.01,0,0,0.15,0,71,62,0,0,0,0,0,0,0,0,-0.5
1370,411.45,3346,-4005.44,3730,3730,0.14,0,-2.59,-0.01,-0.01,0,-0.01,0,-0.01,-0.01,0,0,0.15,0,104,0,0,0,0,0,0,0,0,0,-0.5
1380,411.45,3346,-4005.44,3730,3730,0.14,0,-2.59,-0.01,-0.01,0,-0.01,0,-0.01,-0.01,0,0,0.15,0,104,0,0,0,0,0,0,0,0,0,-0.5
1390,411.45,3346,-4005.44,3730,3730,0.14,0,-2.59,-0.01,-0.01,0,-0.01,0,-0.01,-0.01,0,0,0.15,0,104,0,0,0,0,0,0,0,0,0,-0.5
1400,411.45,3346,-4005.44,3730,3730,0.14,0,-2.59,-0.01,-0.01,0,-0.01,0,0.02,0.01,0,0,0.14,0,104,0,0,0,0,0,0,0,0,0,-0.5
1410,411.45,3346,-4005.44,3730,3730,0.14,0,-2.59,-0.01,-0.01,0,-0.01,0,0.02,0.01,0,0,0.14,0,104,0,0,0,0,0,0,0,0,0,-0.5
1420,411.45,3346,-4005.44,3730,3730,0.14,0,-2.59,-0.01,-0.01,0,-0.01,0,0.02,0.01,0,0,0.14,0,104,0,0,0,0,0,0,0,0,0,-0.5
1430,411.45,3346,-4005.44,3730,3730,0.14,0,-2.59,-0.01,-0.01,0,-0.01,0,0.02,0.01,0,0,0.14,0,104,0,0,0,0,0,0,0,0,0,-0.5
1440,71.5,3346,-2687.97,3730,3730,-0.04,10.05,-0.04,0,0.01,0,-0.01,0,0.02,0.01,0,0,0.14,60,0,0,0,0,0,0,0,0,0,0,-0.5
1450,71.5,3346,-2687.97,3730,3730,-0.04,10.05,-0.04,0,0.01,0,-0.01,0.01,0,0.01,0,0,0.13,60,0,0,0,0,0,0,0,0,0,0,-0.5
1460,71.5,3346,-2687.97,3730,3730,-0.04,10.05,-0.04,0,0.01,0,-0.01,0.01,0,0.01,0,0,0.13,60,0,0,0,0,0,0,0,0,0,0,-0.5
1470,71.5,3346,-2687.97,3730,3730,-0.04,10.05,-0.04,0,0.01,0,-0.01,0.01,0,0.01,0,0,0.13,60,0,0,0,0,0,0,0,0,0,0,-0.5
1480,16.27,3346,-1410.58,3730,3730,-0.08,7.27,0,0,0,0,-0.01,0,0,0.01,0,0,0.13,12.5,0,0,0,0,0,0,0,0,0,0,-0.5
1490,16.27,3346,-1410.58,3730,3730,-0.08,7.27,0,0,0,0,-0.01,0,0,0.01,0,0,0.13,12.5,0,0,0,0,0,0,0,0,0,0,-0.5
1500,16.27,3346,-1410.58,3730,3730,-0.08,7.27,0,0,0,0,-0.01,0,0,0,0,0,0.16,12.5,0,0,0,0,0,0,0,0,0,0,0
1510,16.27,3346,-1410.58,3730,3730,-0.08,7.27,0,0,0,0,-0.01,0,0,0,0,0,0.16,12.5,0,0,0,0,0,0,0,0,0,0,0
1520,16.27,3346,-1410.58,3730,3730,-0.08,7.27,0,0,0,0,-0.01,0,0,0,0,0,0.16,12.5,0,0,0,0,0,0,0,0,0,0,0
